name,season,status,tv_network,ano
Silicon Valley,SEASON 4,Renewed for a 5th season on 5/25,HBO,2016
Tracey Ullman’s Show,,,HBO,2016
untitled Jon Stewart animated series,,Canceled 5/23/17 prior to production,HBO,2016
Veep,SEASON 6,Renewed for a 7th season on 5/25,HBO,2016
Vice,SEASON 5,Already renewed through S7,HBO,2016
Vice News Tonight,,,HBO,2016
Vice Principals,,Order is for 2 seasons; will end after that,HBO,2016
Vinyl,SEASON 2,Will not air; canceled 6/22 before filming,HBO,2016
Westworld,,Renewed for a 2nd season on 11/14,HBO,2016
The Young Pope,,Canceled 5/16; replaced by The New Pope,HBO,2016
The Affair,SEASON 3,Renewed for a 4th season on 1/9,Showtime,2016
Billions,SEASON 2,Renewed for a 3rd season on 3/8,Showtime,2016
The Circus,SEASON 2,,Showtime,2016
Dark Net,SEASON 2,,Showtime,2016
Guerrilla,,,Showtime,2016
Homeland,SEASON 6,Renewed through season 8 on 6/1/16,Showtime,2016
Masters of Sex,SEASON 4,Canceled 11/30,Showtime,2016
Ray Donovan,SEASON 4,Renewed for a 5th season on 8/11,Showtime,2016
Roadies,,Canceled 9/16,Showtime,2016
A Season With Florida State Football,SEASON 2,,Showtime,2016
Shameless,SEASON 7,Renewed for an 8th season on 12/19,Showtime,2016
Twin Peaks,SEASON 3,Continuation of 1990-91 ABC series,Showtime,2016
3%,,Brazilian series,Netflix,2016
13 Reasons Why,,Renewed for a 2nd season on 5/7,Netflix,2016
Anne With an E,,Renewed for a 2nd season on 8/3/17,Netflix,2016
Between,SEASON 2,,Netflix,2016
Bill Nye Saves the World,,Renewed for a 2nd season on 6/15,Netflix,2016
Black Mirror,SEASON 3,Two seasons (S3 & S4) ordered by Netflix,Netflix,2016
Bloodline,SEASON 3,Ending after this 3rd season,Netflix,2016
BoJack Horseman,SEASON 3,Renewed for a 4th season on 7/22,Netflix,2016
Buddy Thunderstruck,,,Netflix,2016
Cable Girls,,Spanish series,Netflix,2016
Captive,,,Netflix,2016
Case,,,Netflix,2016
Chasing Cameron,,,Netflix,2016
Chef's Table,SEASON 3,,Netflix,2016
Chef's Table: France,SEASON 1,,Netflix,2016
Chelsea,SEASON 2,New weekly format; canceled 10/18/17,Netflix,2016
Club De Cuervos,SEASON 2,,Netflix,2016
The Crown,,2nd season already in production,Netflix,2016
Dear White People,,Renewed for a 2nd season on 6/30,Netflix,2016
Easy,,,Netflix,2016
F Is for Family,SEASON 2,,Netflix,2016
The Fall,SEASON 3,,Netflix,2016
Fearless,,,Netflix,2016
Frontier,,Renewed for a 2nd season on 10/25,Netflix,2016
Fuller House,SEASON 2,Renewed for a 3rd season on 12/24,Netflix,2016
The Get Down,,Canceled 5/24,Netflix,2016
Gilmore Girls: A Year in the Life,SEASON 8,Continuation of 2000-07 WB/CW series,Netflix,2016
Girlboss,,Canceled 6/24,Netflix,2016
Grace and Frankie,SEASON 3,Renewed for a 4th season on 4/12,Netflix,2016
Haters Back Off,,Renewed for a 2nd season on 12/15,Netflix,2016
Hot Girls Wanted: Turned On,,,Netflix,2016
House of Cards,SEASON 5,,Netflix,2016
Ingobernable,,Renewed for a 2nd season on 4/27,Netflix,2016
The Investigator: A British Crime Story,,,Netflix,2016
Julie's Greenroom,,,Netflix,2016
The Keepers,,,Netflix,2016
Last Chance U,,Renewed 8/15,Netflix,2016
The Last Kingdom,SEASON 2,Moves to Netflix from BBC America,Netflix,2016
Longmire,SEASON 5,Renewed for a 6th (final) season on 11/2,Netflix,2016
Love,SEASON 2,Renewed for a 3rd season on 2/8,Netflix,2016
Lovesick,SEASON 2,UK series formerly known as Scrotal Recall,Netflix,2016
Marcella,,,Netflix,2016
Marco Polo,SEASON 2,Canceled 12/12,Netflix,2016
Marvel's Iron Fist,,Renewed for a 2nd season on 7/21,Netflix,2016
Marvel's Luke Cage,,Renewed for a 2nd season on 12/4,Netflix,2016
Master of None,SEASON 2,,Netflix,2016
Mystery Science Theater 3000,SEASON 11,,Netflix,2016
Narcos,SEASON 2,Renewed for 2 additional seasons on 9/6,Netflix,2016
The OA,,Renewed for a 2nd season on 2/8,Netflix,2016
One Day at a Time,,Renewed for a 2nd season on 3/4,Netflix,2016
Orange Is the New Black,SEASON 4,Renewed through S7 on 2/5/16,Netflix,2016
Pacific Heat,,,Netflix,2016
Roman Empire: Reign of Blood,,,Netflix,2016
Santa Clarita Diet,,Renewed for a 2nd season on 3/29,Netflix,2016
Sense8,SEASON 2,Canceled 6/1,Netflix,2016
A Series of Unfortunate Events,,Renewed  3/13; extended to season 3 on 4/4,Netflix,2016
Skylanders Academy,,Original order is for 2 seasons,Netflix,2016
Stranger Things,,Renewed 8/31,Netflix,2016
Travelers,,Renewed for a 2nd season on 2/8,Netflix,2016
Trollhunters,,Renewed for a 2nd season on 2/9,Netflix,2016
Ultimate Beastmaster,,,Netflix,2016
Unbreakable Kimmy Schmidt,SEASON 3,Renewed for a 4th season on 6/13,Netflix,2016
Voltron Legendary Defender,SEASON 2,,Netflix,2016
White Rabbit Project,,,Netflix,2016
All or Nothing: A Season With the Arizona Cardinals,,,Amazon Prime,2016
American Playboy: The Hugh Hefner Story,,,Amazon Prime,2016
Bosch,SEASON 3,Renewed for a 4th season on 10/17,Amazon Prime,2016
Catastrophe,SEASON 3,Renewed through S4 on 7/12/16,Amazon Prime,2016
The Collection,,,Amazon Prime,2016
Crisis in Six Scenes,,fka untitled Woody Allen series,Amazon Prime,2016
Fleabag,,S2 confirmed on 8/25/17; will air in 2019,Amazon Prime,2016
Fortitude,SEASON 2,Moving to Amazon from Pivot,Amazon Prime,2016
Goliath,,Renewed for a 2nd season on 2/15,Amazon Prime,2016
Good Girls Revolt,,Canceled 12/2,Amazon Prime,2016
Gortimer Gibbon's Life on Normal Street,SEASON 2,,Amazon Prime,2016
The Grand Tour,,Initial order is for 3 seasons,Amazon Prime,2016
Hand of God,SEASON 2,Canceled 9/15; will end with S2,Amazon Prime,2016
Highston,,Project canceled 1/23/17 prior to production,Amazon Prime,2016
I Love Dick,,,Amazon Prime,2016
The Man in the High Castle,SEASON 2,Renewed for a 3rd season on 1/3,Amazon Prime,2016
Mozart in the Jungle,SEASON 3,Renewed for a 4th season on 1/30,Amazon Prime,2016
One Mississippi,,Renewed for a 2nd season on 11/14,Amazon Prime,2016
Patriot,,Renewed for a 2nd season on 4/18,Amazon Prime,2016
Red Oaks,SEASON 2,Renewed for a 3rd (final) season on 1/30,Amazon Prime,2016
"Ronja, the Robber's Daughter",,,Amazon Prime,2016
Sneaky Pete,,Renewed for a 2nd season on 1/19,Amazon Prime,2016
Transparent,SEASON 3,Renewed for a 4th season on 5/31/16,Amazon Prime,2016
Z: The Beginning of Everything,,Renewed for a 2nd season on 4/27,Amazon Prime,2016
Casual,SEASON 2,Renewed for a 3rd season on 6/23,Hulu,2016
Casual,SEASON 3,,Hulu,2016
Chance,,Initial order is for 2 seasons,Hulu,2016
Difficult People,SEASON 2,Renewed for a 3rd season on 10/17,Hulu,2016
Dimension 404,,,Hulu,2016
East Los High,SEASON 4,Canceled 5/19; will end with finale special in fall,Hulu,2016
Freakish,,Renewed for a 2nd season on 5/1,Hulu,2016
The Handmaid’s Tale,,Renewed for a 2nd season on 5/3,Hulu,2016
Harlots,,UK series; renewed for a 2nd season on 7/27/17,Hulu,2016
The Mindy Project,SEASON 5,Renewed for a 6th (final) season on 3/29,Hulu,2016
National Treasure,,UK series,Hulu,2016
The Path,SEASON 2,Renewed for a 3rd season on 4/12,Hulu,2016
Shut Eye,,Renewed for a 2nd season on 3/20,Hulu,2016
12 Monkeys,SEASON 3,Renewed for a 4th (final) season on 3/16,SYFY,2016
The A Word,,Renewed for a 2nd season on 7/31,SUND,2016
Aftermath,,,SYFY,2016
American Dad!,SEASON 12,Previously renewed through S13,TBS,2016
American Gods,,Renewed for a 2nd season on 5/11,STRZ,2016
American Horror Story,SEASON 6 (Roanoke),S7 renewal  10/4; S8/S9 renewal 1/12,FX,2016
The American West,,Miniseries,AMC,2016
The Americans,SEASON 5,Renewed for a 6th/final season on 5/25,FX,2016
Angie Tribeca,SEASON 2,Renewed for a 3rd season on 7/6/16,TBS,2016
Angie Tribeca,SEASON 3,Renewed for a 4th season on 7/27/17,TBS,2016
Animal Kingdom,,Renewed for a 2nd season on 7/6,TNT,2016
Animal Kingdom,SEASON 2,,TNT,2016
Another Period,SEASON 2,Renewed for a 3rd season on 5/23,COM,2016
Archer,SEASON 8,Renewed through S10 on 6/21/16,FXX,2016
The Arrangement,,Renewed for a 2nd season on 4/13,E!,2016
The Art of More,SEASON 2,,CRKL,2016
Ash vs. Evil Dead,SEASON 2,Renewed for a 3rd season on 10/7,STRZ,2016
Atlanta,,Renewed for a 2nd season on 9/20,FX,2016
Baby Daddy,SEASON 5,Renewed for a 6th season on 6/27,FREEF,2016
Baby Daddy,SEASON 6,Canceled 5/13,FREEF,2016
Bajillion Dollar Propertie$,SEASON 2,Renewed through S4 on 12/12,SEESO,2016
Barbarians Rising,,Miniseries,HIST,2016
Baskets,SEASON 2,Renewed for a 3rd season on 3/9,FX,2016
Bates Motel,SEASON 5,Will end after this 5th season,A&E,2016
Being Mary Jane,SEASON 4,Canceled 10/11/17,BET,2016
Berlin Station,,Renewed for a 2nd season on 11/17,EPIX,2016
Better Call Saul,SEASON 3,Renewed for a 4th season on 6/27,AMC,2016
Better Things,,Renewed for a 2nd season on 9/20,FX,2016
Beyond,,Renewed for a 2nd season on 1/10,FREEF,2016
Black Sails,SEASON 4,Ending after this 4th season,STRZ,2016
Blunt Talk,SEASON 2,Canceled 12/20,STRZ,2016
Brad Neely’s Harg Nallin’ Sclopio Peepio,,,ADSW,2016
The Breaks,,Renewed 4/27; will move to BET for S2,VH1,2016
Brockmire,,Renewed for a 2nd season on 4/5,IFC,2016
Call the Midwife,SEASON 6,Renewed for a 7th season on 5/31,PBS,2016
Channel Zero,,Anthology; 2 seasons ordered,SYFY,2016
Check It Out! with Dr. Steve Brule,SEASON 4,,ADSW,2016
Chesapeake Shores,,,HALL,2016
Class,,Canceled 9/8/17,BBCA,2016
Colony,SEASON 2,Renewed for a 3rd season on 4/4,USA,2016
Comedians in Cars Getting Coffee,SEASON 9,,CRKL,2016
Comedy Bang! Bang!,SEASON 5,Canceled 8/18; final 10 eps air this fall,IFC,2016
The Comedy Jam,,,COM,2016
Dark Matter,SEASON 2,Renewed for a 3rd season on 9/1,SYFY,2016
Dead of Summer,,Canceled 11/8,FREEF,2016
The Detour,SEASON 2,Renewed for a 3rd season on 4/25,TBS,2016
Detroiters,,Renewed for a 2nd season on 3/20,COM,2016
Devious Maids,SEASON 4,Canceled 9/1,LIFE,2016
Dirk Gently's Holistic Detective Agency,,Renewed for a 2nd season on 11/21s,BBCA,2016
Doctor Who,SEASON 10,,BBCA,2016
Documentary Now!,SEASON 2,Previously renewed for a 3rd season,IFC,2016
"Dream Corp, LLC",,Renewed for a 2nd season on 3/28,ADSW,2016
Drunk History,SEASON 4,Renewed for a 5th season on 1/13,COM,2016
The Durells in Corfu,,,PBS,2016
Endeavour,SEASON 3,,PBS,2016
The Eric Andre Show,SEASON 4,,ADSW,2016
The Expanse,SEASON 2,Renewed for a 3rd season on 3/16,SYFY,2016
Eyewitness,,Canceled 3/1,USA,2016
Falling Water,,Renewed for a 2nd season on 4/3,USA,2016
Famous in Love,,Renewed for a 2nd season on 8/3/17,FREEF,2016
Fargo,SEASON 3,,FX,2016
Fear the Walking Dead,SEASON 2,Renewed for a 3rd season on 4/15/16,AMC,2016
Feed the Beast,,Canceled 9/2,AMC,2016
Feud,,Renewed for a 2nd season on 2/28,FX,2016
The Fosters,SEASON 4,Renewed for a 5th season on 1/10,FREEF,2016
From Dusk Till Dawn: The Series,SEASON 3,,ELREY,2016
Full Circle,SEASON  3,,DIREC,2016
Full Frontal with Samantha Bee,,Renewed for a 2nd season on 11/16,TBS,2016
Full Frontal with Samantha Bee,SEASON 2,,TBS,2016
Gamer's Guide to Pretty Much Everything,SEASON 2,,DISXD,2016
Genius,,Renewed for a 2nd season on 4/19,NGC,2016
Girl Meets World,SEASON 3,Canceled 1/5,DISN,2016
Girlfriends' Guide to Divorce,SEASON 3,Renewed through a final S5 on 4/13/16,BRAV,2016
Gomorrah,,USA debut; already renewed for S2,SUND,2016
Gomorrah,SEASON  2,,SUND,2016
Good Behavior,,Renewed for a 2nd season on 1/14,TNT,2016
Good Witch,SEASON 3,Renewed for a 4th season on 7/28/17,HALL,2016
The Gorburger Show,,,COM,2016
Graves,,Renewed for a 2nd season on 11/17,EPIX,2016
Greenleaf,,Renewed for a 2nd season on 4/21/16,OWN,2016
Greenleaf,SEASON 2,,OWN,2016
Guilt,,Canceled 10/20,FREEF,2016
Hap and Leonard,SEASON 2,Renewed for a 3rd season on 5/1,SUND,2016
Halt and Catch Fire,SEASON 3,Renewed for a 4th/final season on 10/10,AMC,2016
Harley and the Davidsons,,Miniseries,DISC,2016
Hidden America With Jonah Ray,SEASON 2,,SEESO,2016
The High Court,,,COM,2016
Hit the Floor,SEASON 3,Renewed 4/27; will move to BET for S4,VH1,2016
The Hollow Crown,SEASON 2,,PBS,2016
Home Fires,SEASON 2,Ending with this 2nd season,PBS,2016
Humans,SEASON 2,Renewed for a 3rd season on 3/28,AMC,2016
The Hunt,,Documentary miniseries,BBCA,2016
Ice,,,DIREC,2016
Impastor,SEASON 2,Canceled 12/13,TVL,2016
Imposters,,Renewed for a 2nd season on 4/17,BRAV,2016
Incorporated,,Canceled 2/27,SYFY,2016
Indian Summers,SEASON 2,,PBS,2016
Into the Badlands,SEASON 2,Renewed for a 3rd season on 4/25,AMC,2016
It's Always Sunny in Philadelphia,S12,Renewed through S14 on 4/1/16,FXX,2016
Jeff & Some Aliens,,,COM,2016
The Jim Gaffigan Show,SEASON 2,Canceled 8/22,TVL,2016
The Kennedys–After Camelot,,Miniseries,REELZ,2016
Killjoys,SEASON 2,Renewed for a 3rd season on 9/1,SYFY,2016
Kingdom,SEASON 3,Canceled 4/1,DIREC,2016
The Last Ship,SEASON 3,S4 renewal 7/31; S5 renewal 9/8,TNT,2016
Legends of Chamberlain Heights,,Renewed for a 2nd season on 7/22,COM,2016
Legion,,Renewed for a 2nd season on 3/15,FX,2016
The Librarians,SEASON 3,Renewed for a 4th season on 1/24,TNT,2016
The Living and the Dead,,,BBCA,2016
Lopez,SEASON 2,Canceled 11/16/17,TVL,2016
The Magicians,SEASON 2,Renewed for a 3rd season on 4/12,SYFY,2016
Major Crimes,SEASON 5,Renewed for a 6th season on 1/18,TNT,2016
The Making of the Mob,SEASON 2,,AMC,2016
Man Seeking Woman,SEASON 3,Canceled 4/4,FXX,2016
Mars,,Renewed for a 2nd season on 1/13,NGC,2016
Marvel's Guardians of the Galaxy,SEASON 2,Renewed 7/14,DISXD,2016
Mary + Jane,,Canceled 2/9,MTV,2016
Mary Kills People,,Renewed 7/28/17,LIFE,2016
MECH-X4,,Renewed 9/1,DISXD,2016
Mercy Street,SEASON 2,Canceled 3/9,PBS,2016
Mike Tyson Mysteries,SEASON 3,,ADSW,2016
Million Dollar Extreme Presents: World Peace,,,ADSW,2016
The Missing,SEASON 2,,STRZ,2016
Mr. Robot,SEASON 2,Renewed for a 3rd season on 8/16,USA,2016
Murder in the First,SEASON 3,Canceled 10/11,TNT,2016
Nashville,SEASON 5,Moving from ABC; renewed on 4/10,CMT,2016
Nightcap,,Renewed for a 2nd season on 10/27,POP,2016
Nobodies,,Renewed for a 2nd season on 1/13,TVL,2016
Odd Mom Out,SEASON 2,Renewed for a 3rd season on 9/22,BRAV,2016
O.J.: Made in America,,Miniseries; 1st episode also airs on ABC,ESPN,2016
One Percent,,Starz pulled out 3/2; may go elsewhere,STRZ,2016
Outcast,,Renewed for a 2nd season on 3/14,MAX,2016
Outsiders,SEASON 2,Canceled 4/14,WGN,2016
People of Earth,,Renewed for a 2nd season on 12/13,TBS,2016
Planet Earth II,,Miniseries,BBCA,2016
Please Like Me,SEASON 4,Moved from Pivot after S3; canceled 2/2,HULU,2016
Poldark,SEASON 2,Renewed for a 3rd season on 7/6,PBS,2016
Portlandia,SEASON 7,Renewed for  8th (final) season on 1/14,IFC,2016
Power,SEASON 3,Renewed for 2 add'l seasons on 7/19,STRZ,2016
The President Show,,Season extended on 5/23,COM,2016
Pretty Little Liars,SEASON 7,Ending with this 7th season,FREEF,2016
Problematic With Moshe Kasher,,,COM,2016
The Quad,,Renewed for a 2nd season on 4/27,BET,2016
Quarry,,Canceled 5/31,MAX,2016
Queen of the South,,Renewed for a 2nd season on 9/6,USA,2016
Queen Sugar,,Renewed for a 2nd season on 8/1,OWN,2016
The Race Card,,,TNT,2016
Rebel,,,BET,2016
Rectify,SEASON 4,Ending after this 4th season,SUND,2016
Return of the Mac,,fka The Joey Mac Project,POP,2016
Review,SEASON 3,Ending after this 3rd season,COM,2016
Ripper Street,SEASON 4,,BBCA,2016
Ripper Street,SEASON 5,Ending with this 5th season,BBCA,2016
Rizzoli & Isles,SEASON 7,Ending with this 7th season,TNT,2016
Rogue,SEASON 4,Ending with this 4th season,DIREC,2016
The Royals,SEASON 3,Renewed for a 4th season on 2/16,E!,2016
Salem,SEASON 3,Canceled 12/13,WGN,2016
Schitt's Creek,SEASON 3,Renewed for a 4th season on 3/10,POP,2016
Search Party,,Renewed for a 2nd season on 12/13,TBS,2016
Sex&Drugs&Rock&Roll,SEASON 2,Canceled 9/10,FX,2016
Shadowhunters,SEASON 2,Renewed for a 3rd season on 4/21,FREEF,2016
Sherlock,SEASON 4,,PBS,2016
Shooter,,Renewed for a 2nd season on 12/19,USA,2016
Six,,Renewed for a 2nd season on 2/23,HIST,2016
Snatch,,Renewed for a 2nd season on 4/19,CRKL,2016
The Son,,Renewed for a 2nd season on 5/12,AMC,2016
South Park,SEASON 20,Renewed through S23 on 7/8/15,COM,2016
Stan Against Evil,,Renewed for a 2nd season on 12/13,IFC,2016
Star Wars Rebels,SEASON 3,Renewed for a 4th season on 3/3,DISXD,2016
StartUp,,Renewed for a 2nd season on 1/13,CRKL,2016
Still the King,,Renewed for a 2nd season on 7/27,CMT,2016
The Strain,SEASON 3,Renewed for a 4th (final) season on 9/27,FX,2016
Striking Out,,USA debut,ACRN,2016
Suits,SEASON 6,Renewed for a 7th season on 8/3,USA,2016
Sun Records,,Limited series fka Million Dollar Quartet,CMT,2016
SuperMansion,SEASON 2,Renewed for a 3rd season on 4/19,CRKL,2016
Survivor's Remorse,SEASON 3,Renewed for a 4th season on 8/24,STRZ,2016
Sweet/Vicious,,Canceled 4/28,MTV,2016
Switched at Birth,SEASON 5,Ending after this 5th season,FREEF,2016
Taboo,,Renewed for a 2nd season on 3/8,FX,2016
Take My Wife,,Renewed for a 2nd season on 12/19,SEESO,2016
Tangled: The Series,,Renewed for a 2nd season on 2/15,DISN,2016
Teachers,SEASON 2,Renewed for a 3rd season on 4/20,TVL,2016
Teen Wolf,SEASON 6,Ending after this 6th season,MTV,2016
Thirteen,,,BBCA,2016
Those Who Can't,SEASON 2,Renewed for a 3rd season on 1/5,TRU,2016
Throwing Shade,,Canceled 11/16/17,TVL,2016
Too Close to Home,,Renewed 9/1,TLC,2016
TripTank,SEASON 3,,COM,2016
The Tunnel,,,PBS,2016
Tyrant,SEASON 3,Canceled 9/7,FX,2016
Undercover,,,BBCA,2016
Underground,SEASON 2,Canceled 5/30,WGN,2016
UnReal,SEASON 2,Renewed for a 3rd season on 6/2,LIFE,2016
Van Helsing,,Renewed for a 2nd season on 10/14,SYFY,2016
Versailles,,,OVAT,2016
Victoria,,,PBS,2016
Vikings,SEASON 4,Renewed for a 5th season on 3/17,HIST,2016
The Walking Dead,SEASON 7,Renewed for an 8th season on 10/16,AMC,2016
When Calls the Heart,SEASON 4,Renewed for a 5th season on 4/24,HALL,2016
The White Princess,,Miniseries; sequel to The White Queen,STRZ,2016
Wolf Creek,,Renewed 4/13,POP,2016
Workaholics,SEASON 7,Ending with this 7th season,COM,2016
Wrecked,,Renewed for a 2nd season on 7/6,TBS,2016
You Me Her,SEASON 2,,DIREC,2016
Young & Hungry,SEASON 4,Renewed for a 5th season on 10/27,FREEF,2016
Young & Hungry,SEASON 5,Season extended by 10 eps on 1/25,FREEF,2016
Younger,SEASON 3,Renewed for a 4th season on 6/14/16,TVL,2016
You're the Worst,SEASON 3,Renewed for a 4th season on 9/28,FXX,2016
Z Nation,SEASON 3,Renewed for a 4th season on 11/29,SYFY,2016
20/20,SEASON 40,Renewed 5/15,ABC,2017
"$100,000 Pyramid",SEASON 2,Renewed 8/6,ABC,2017
Alex Inc.,,Canceled 5/11,ABC,2017
America's Funniest Home Videos,SEASON 28,Renewed for a 29th season on 3/13,ABC,2017
American Housewife,SEASON 2,Renewed for a 3rd season on 5/11,ABC,2017
American Idol,SEASON 16,Renewed for a 17th season on 5/4,ABC,2017
The Bachelor,SEASON 22,Renewed for a 23rd season on 3/13,ABC,2017
Bachelor in Paradise,SEASON 4,Production suspended 6/11; resumed 6/20,ABC,2017
The Bachelor Winter Games,,,ABC,2017
The Bachelorette,SEASON 14,,ABC,2017
Battle of the Network Stars,,,ABC,2017
Black-ish,SEASON 4,Renewed for a 5th season on 5/11,ABC,2017
Boy Band,,,ABC,2017
Celebrity Family Feud,SEASON 4,Renewed 8/6,ABC,2017
Child Support,,Renewed for a 2nd season on 3/13,ABC,2017
The Crossing,,Canceled 5/11,ABC,2017
Dancing With the Stars,SEASON 25,,ABC,2017
Dancing With the Stars,SEASON 26,Renewed for a 27th season on 3/13,ABC,2017
Dancing With the Stars: Juniors,starts tbd,Delayed to fall,ABC,2017
Deception,,Canceled 5/11,ABC,2017
Designated Survivor,SEASON 2,,ABC,2017
Downward Dog,,Canceled 6/23,ABC,2017
For the People,,Renewed for a 2nd season on 5/11,ABC,2017
Fresh Off the Boat,SEASON 4,Renewed for a 5th season on 5/11,ABC,2017
The Goldbergs,SEASON 5,Previously renewed through S6,ABC,2017
The Gong Show,,Renewed for a 2nd season on 1/8,ABC,2017
The Good Doctor,,Renewed for a 2nd season on 3/7,ABC,2017
The Great American Baking Show,SEASON 3,,ABC,2017
The Great Christmas Light Fight,SEASON 5,,ABC,2017
Grey's Anatomy,SEASON 14,Renewed for a 15th season on 4/20,ABC,2017
How to Get Away With Murder,SEASON 4,Renewed for a 5th season on 5/11,ABC,2017
Kevin (Probably) Saves the World,,Canceled 5/11,ABC,2017
Marvel's Agents of S.H.I.E.L.D.,SEASON 5,Renewed for a 6th season on 5/14,ABC,2017
Marvel's Inhumans,,Canceled 5/11,ABC,2017
The Match Game,SEASON 2,Renewed for a 3rd season on 8/6,ABC,2017
The Match Game,SEASON 3,,ABC,2017
The Mayor,,Pulled from schedule 1/4 (4 eps unaired),ABC,2017
The Middle,SEASON 9,Ending with this 9th season,ABC,2017
Modern Family,SEASON 9,Previously renewed through S10,ABC,2017
Once Upon a Time,SEASON 7,Canceled 2/6,ABC,2017
The Proposal,starts 6/18,,ABC,2017
Quantico,SEASON 3,Canceled 5/11,ABC,2017
Roseanne,SEASON 10,Renewed  on 3/30 but canceled on 5/29,ABC,2017
Scandal,SEASON 7,Ending with this 7th season,ABC,2017
Shark Tank,SEASON 9,Renewed 5/15,ABC,2017
Somewhere Between,,,ABC,2017
Speechless,SEASON 2,Renewed for a 3rd season on 5/11,ABC,2017
Splitting Up Together,,Renewed for a 2nd season on 5/11,ABC,2017
Station 19,,Renewed for a 2nd season on 5/11,ABC,2017
Steve Harvey's Funderdome,,,ABC,2017
Still Star-Crossed,,Banished to Saturdays effective 7/8,ABC,2017
Sundays with Alec Baldwin,starts tbd,Sneak preview aired in March;  returns later in '18,ABC,2017
Take Two,starts 6/21,,ABC,2017
Ten Days in the Valley,,Officially canceled 5/11,ABC,2017
To Tell the Truth,SEASON 2,Renewed for a 3rd season on 5/16,ABC,2017
The Toy Box,SEASON 2,,ABC,2017
9JKL,,Canceled 5/12,CBS,2017
48 Hours,SEASON 30,Renewed 4/18,CBS,2017
60 Minutes,SEASON 50,Renewed 4/18,CBS,2017
